Country Name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Lebanon,4626.85300341878,5207.79272300609,6111.32728102306,7354.95360478464,7761.64148944981,7675.30893971752,7952.15126589073,7933.23331961404,7687.75933612491,7663.92023216349,7653.73362998424,7819.60467019649,8058.44433692324
Liberia,336.11567425435,396.601761281558,478.399540115575,470.948121388477,513.44556667507,596.89663532503,675.010191838695,747.868660136896,739.91193501652,721.581050523128,740.914906030102,721.085044013216,710.265998419581
Libya,9336.35349807157,11300.1932349905,14382.5952856913,10275.261539034,12064.7729057622,5554.1800532646,13025.2793212496,10363.8042471988,6466.90823717602,4337.91913919348,4035.19680169994,5756.69932474775,7877.12460954542
St. Lucia,7669.21346965851,7969.79799345527,8456.69463217739,8137.75099080198,8540.07097992462,8983.74373302309,9086.38795485966,9378.98504684792,9843.30853424047,10093.6180163617,10362.3516588778,11034.6298496557,11353.7152084186
Latin America & Caribbean,5956.99848636386,6934.94556052701,7965.30024839083,7401.66277380992,9074.47250874401,10203.7531301688,10198.0479921852,10340.076073759,10433.3648262132,8630.85569020065,8352.05622272614,9188.21002991857,8905.57798644422
Least developed countries: UN classification,537.569268723036,630.360726858356,751.337787770218,731.086678025395,804.731218466182,905.701155349159,929.641391750846,995.089930817005,1047.46477496079,1004.87761823978,971.220604271611,1039.00594127508,1052.40968538991
Low income,777.94717500168,910.70967943336,1060.48183105034,1043.55417345776,1125.39487663283,765.851898981267,710.354314551706,712.42309394273,744.429976665894,715.933740090469,646.104636089322,665.30245405068,674.350603056451
Liechtenstein,114374.246536419,130655.636959737,143264.059432586,126096.610425402,141192.534673018,158130.45751887,149010.224898665,173030.208279363,178864.851913785,167313.266280449,165642.386275555,171253.964253797,180366.715197575
Sri Lanka,1435.81681297616,1630.38890604323,2037.32210302668,2090.4018261396,2799.64873802555,3200.86113238282,3350.52187589289,3610.28936304898,3819.25352972265,3843.78067184442,3886.29150165239,4077.04384087488,4059.20822984947
Lower middle income,1119.88843437145,1353.26655773949,1508.76896892168,1509.02981800073,1806.54254754207,2030.2758351911,2098.93441604144,2105.31015391485,2157.08798880388,2081.01853542039,2139.53953275038,2268.42416744568,2267.5468483045
Low & middle income,2160.79735947253,2638.47822147275,3116.84220887853,3002.52847488501,3590.19905067829,4166.1445929319,4372.93022876385,4573.98902109474,4666.54153981238,4371.28674855791,4339.34795111054,4705.59640637953,4933.13729085761
Lesotho,904.606129755869,846.542320764829,889.134285513762,874.729860474201,1119.84364083093,1287.26953644869,1229.63623247423,1166.9117557183,1194.5756269342,1146.06468787308,1018.93109291945,1102.94441037887,1192.4843195181
Late-demographic dividend,3495.82612686014,4377.30813699845,5407.32453685215,5192.86986339878,6195.17890512023,7501.0097210688,7966.77236868301,8525.57071034087,8790.01629658642,8188.33362904159,8156.92308971515,8993.15307668892,9805.68575109186
Lithuania,9230.70798102521,12285.4470537014,14944.996652175,11820.7761591359,11987.508411647,14376.9478643932,14367.709424872,15729.6524666512,16551.018202078,14263.9645773495,15008.3132445526,16885.4073948373,19186.1812814178
Luxembourg,90788.8004876145,107475.320297978,120422.137934157,109419.746953106,110885.991378721,119025.057203467,112584.676270958,120000.140729859,123678.702143275,105462.012584423,106899.293549552,110193.213797228,117254.740352682
Latvia,9723.44690174779,14113.5291277327,16467.1436879405,12331.9285524089,11420.9940032836,13338.9622350852,13847.3379393194,15007.4918561719,15742.3913381908,13786.4567953114,14331.7515885049,15695.1151541059,17865.0310947642
"Macao SAR, China",30121.5604253322,36550.5051618972,40810.8280358493,41010.0682589849,52473.1909904324,66891.2819664822,76572.1517871286,89260.7571041005,93022.8751422537,74818.948126372,73545.758237307,81019.4737666593,87526.0799912635
St. Martin (French part),,,,,,,,,,,,,
Morocco,2196.01127633502,2499.25993757187,2890.36071538625,2866.92411016989,2839.92611978697,3046.94785427611,2912.65827494029,3121.68008083643,3171.69919227376,2875.25798516781,2896.72219562665,3035.45443323105,3226.98279356862
Monaco,134048.621858085,169966.306938019,185785.725924897,154775.380774218,150737.892475253,169016.196065279,157520.219426533,177673.74536842,189432.370013147,165989.505113832,170028.655717865,167517.059727856,185978.609251356
Moldova,1183.37921117185,1531.68547618214,2111.20149504197,1899.01011658377,2437.52997842423,2942.25594861529,3045.73987422417,3322.0384362615,3328.80144892125,2732.45711293733,2880.43928129295,3509.69345025814,4230.3630367862
Madagascar,338.751198261085,438.65551579131,536.351401659562,467.539783381302,471.959211584125,531.265432101021,518.152812674029,541.065943700857,530.861038865993,467.235431614667,475.955556826336,515.293323373233,523.94597141966
Maldives,4809.93374014089,5574.40198148264,6614.23617985838,6636.54387067016,7076.73982087196,7291.46596660877,7265.72339947372,7928.47644265061,8499.30714783649,9033.41027034576,9209.44356385479,9577.34694587865,10279.0799751619
Middle East & North Africa,5385.29513341055,6241.61457794551,7619.09917783774,6740.00724561584,7702.30673499681,8345.33502178975,8850.06424820767,8558.34518792375,8433.72237689134,7269.49591644089,7161.03313706404,7309.14272039007,7502.17678838347
Mexico,9068.29421839425,9642.68051672231,10016.5712139986,8002.97217765844,9271.39839576997,10203.4212952716,10241.727828043,10725.1835873796,10928.9160089988,9616.64555810607,8744.51555912786,9287.84958732302,9686.98492655586
Marshall Islands,2537.71720613288,2646.87399636013,2704.46355446355,2662.33401475424,2846.06554177534,3046.29007147406,3181.62470023981,3246.63024959163,3185.26135389889,3199.88684631989,3490.99838885713,3672.57678328424,3793.55098267479
Middle income,2290.32229683795,2802.75785270958,3315.55550437767,3195.05354113982,3835.39778807819,4505.87506881684,4743.40423842713,4969.70136291094,5074.01985636441,4756.47745831489,4733.85135327723,5143.3224741972,5401.50349437534
North Macedonia,3362.96841919784,4079.3919539826,4841.25169443101,4584.7098319119,4577.68875507362,5098.09758250193,4728.30814189843,5241.05834548355,5495.73504918897,4861.55397141497,5149.58907435906,5450.4928808666,6108.74010831698
Mali,523.038603102408,597.484457562443,697.087868500301,701.717113381612,710.274249372168,837.605820999202,778.625269510972,805.03397960822,848.279042956769,751.47288662264,780.723569528087,830.021515346886,894.804776510366
Malta,16723.8841811168,19485.8711939782,22205.3568142179,21083.2771462998,21799.1742559798,23155.5547893882,22527.6367563271,24771.0765781929,26754.2684451944,24921.6036820869,25741.4460613677,28250.6977747589,30672.2922439038
Myanmar,240.624014213031,314.202294226442,460.908889194564,586.168180241432,746.945359978558,1061.34442894693,1134.30222376609,1168.16540042288,1210.09763633096,1196.74335747421,1136.61066545868,1151.11446155062,1250.17369130663
Middle East & North Africa (excluding high income),2998.71959904147,3612.11532998279,4382.01117179532,4198.69503251537,4746.4836550324,4620.92097415375,4927.38190361281,4474.403711276,4327.53729693782,3807.58060261944,3791.3026224359,3676.93134292149,3447.44418508612
Montenegro,4425.67887307803,5976.39414454596,7367.75190910882,6727.10776676969,6688.48239970574,7328.93225247529,6586.7212793222,7186.42978682154,7378.34528902948,6514.27269528653,7028.93657685094,7784.06528996557,8845.91421887296
Mongolia,1334.21272417801,1632.72758172733,2136.56240185072,1714.3618273845,2643.28708316435,3757.56541460408,4351.88846071215,4366.08953699572,4158.52147149753,3875.32167504717,3658.39030030916,3687.10000337811,4156.8469697802
Northern Mariana Islands,17714.6333607701,16988.1372815358,17191.1902015708,14669.5206111378,14804.2467250931,13496.7507822191,13736.9719736309,14091.1911802285,15044.9358962767,16314.3835493645,21891.1847936355,27584.7435149329,22886.6740494647
Mozambique,435.334063299058,482.198563648376,563.649634288657,520.402631609141,471.904343344476,594.586147098683,657.644676541878,664.077510357336,673.96921195694,589.85904996253,428.926672944529,461.415094120589,503.317925171139
Mauritania,1259.54150505961,1357.12428510502,1579.51154806573,1389.33853309998,1610.92160333629,1879.77247186677,1815.21893947923,1892.09400026444,1677.10901942794,1524.07175254803,1536.85488788877,1587.61126325063,1670.2041645288
Mauritius,5695.96932704928,6574.65433811493,8030.06300537304,7318.12640972422,8000.37643182154,9197.02697152061,9291.22761861899,9637.00265000958,10153.9382184867,9260.44730250636,9681.61856689674,10484.9083620411,11208.3438184474
Malawi,308.163618229107,332.259094554424,387.60572119129,438.211856815356,478.668688469613,534.951050199388,391.561705197224,348.429873679261,371.269521706741,380.596987683774,315.777987100071,506.137294436399,544.593435393373
Malaysia,6209.12616705899,7243.45680069813,8474.58776222379,7292.4949731478,9040.56849464524,10399.3702125714,10817.4317100783,10970.1042996033,11319.0619448482,9955.24272167626,9817.78709031009,10259.3048064811,11380.0820900475
North America,45738.0854918868,47660.5483325627,48229.1262067764,46495.7187425886,48387.2109310255,50123.8535811378,51717.7870077981,53068.0325462466,54648.0193420701,55542.9660728818,56451.5175005901,58605.3538507212,61391.2856240905
Namibia,4059.10134796275,4405.41039870917,4212.36719718502,4295.38714334121,5394.99671166874,5806.74824605352,5942.29273974027,5392.09493825634,5469.90140003637,4896.61526001377,4546.98668754958,5367.11467444788,5588.39286411942
New Caledonia,29604.0526357306,36864.8576244494,37353.7372963967,35391.0878654953,37494.8951551152,40697.6529400674,37294.0228133545,38503.2538472053,39675.566312293,32520.2941628143,32391.1972180394,33976.5555540689,36382.487655681
Niger,336.281950277799,390.284480245482,478.502558952437,464.057998970917,476.869532167304,512.595335012862,529.744458141694,552.569138963417,564.596748802018,484.153137350801,500.214911266535,517.771572271371,570.723921953592
Nigeria,1656.42479354329,1883.46138847202,2259.11405888538,1911.60786588769,2280.43733738126,2487.59801680379,2723.82219093859,2961.54942175947,3098.98579063938,2687.48005643212,2176.00277201515,1968.56539847444,2027.77854863842
Nicaragua,1226.64430910063,1327.96678222132,1499.2576198887,1444.36951048837,1503.8641909311,1655.80294573179,1760.46030828841,1811.63680270363,1934.06292227225,2049.8516660809,2107.5740596602,2159.15671369193,2014.57518879047
Netherlands,44900.9381441374,51799.2085521047,57879.9437553916,52722.2130568997,50999.7451168879,54230.3129029852,50070.1416045904,52198.8975607454,52900.537415323,45193.4032187971,46039.1059284098,48675.2223350213,53044.5324352253
Norway,74148.3200757187,85139.9604469545,96944.0956064873,79977.6970817492,87693.7900658099,100600.562407589,101524.141851985,102913.450843674,97019.1827527462,74355.5158575644,70460.5605323322,75496.7540581998,82267.809316159
Nepal,346.945331253185,391.380057185409,470.455459040508,478.173252764915,592.401207101201,799.583376878379,804.141607315404,823.359874609489,844.853124843617,901.749607715071,899.523581017634,1048.45375534427,1178.52593245237
Nauru,,,,,4752.17508153522,6560.27487042551,9562.66786551324,9648.49565479998,10171.4807258872,8341.01227776155,9521.04210071383,10339.385479551,11614.665076832
New Zealand,26654.5932018985,32479.9817381467,31252.9625640673,28209.3623271229,33676.7741239925,38387.6270784076,39973.3807587223,42976.6495882584,44572.8987536626,38630.7265886928,40080.4941137172,42992.8952738896,43306.0700032373
OECD members,31611.9919187252,34337.4912988558,36145.7674583995,33594.0441317614,34982.5720365784,37443.3401678588,37174.0768162187,37434.1906844083,37976.1507680362,35616.018771142,36078.1254679668,37430.3946076,39378.3756852168
Oman,14420.5120419948,15838.4695603189,22139.74070678,16823.794980254,21369.352969705,23837.3109360388,24988.0125855934,23888.6265839112,23017.9339840457,18444.9270020773,16772.7392134801,17329.1854626719,18947.3664959773
Other small states,9187.77736899772,10954.5382376974,13045.0517185257,10905.7046987592,12378.4860683199,14896.6586665657,15212.765219424,15552.950774085,15732.167886548,12779.5368476536,12384.9505351526,13203.7245580912,14354.93073628
Pakistan,836.860526218154,908.095085179713,990.846611164939,957.995675292236,987.409712037523,1164.97882332035,1198.11763704007,1208.91771020458,1251.17571867949,1356.66783065763,1368.42696140417,1464.9261954181,1482.21306651797
Panama,5348.88425269771,6166.18787089344,7154.27450066094,7576.14045682481,8082.01617465426,9358.26813025982,10722.2614716668,11889.0950663345,12796.0740287868,13630.3011411301,14343.9802572159,15146.4085115348,15544.9990788449
Peru,3154.3313491397,3606.07068932344,4220.61637832029,4196.31162707942,5082.35370614454,5869.32388186462,6528.9717753128,6756.75299620034,6672.8773725884,6229.10067398112,6204.9964574796,6710.50760214164,6957.79341149359
Philippines,1452.43808945224,1744.63997915545,1998.02692007721,1904.19638816533,2217.47215336037,2450.73569408103,2694.30510933651,2871.42970134837,2959.64543521167,3001.04318170103,3073.65468570946,3123.24564174845,3252.11027410024
Palau,9843.04937324124,10381.4238738974,10598.8828308745,10252.7501366867,10356.6336192492,11094.8332206446,12044.1054720726,12561.3361358859,13711.7617021277,15876.4619303708,16835.9860029349,16019.9898927509,15895.2598961532
Papua New Guinea,1256.9796475644,1401.94944676239,1672.95102374034,1626.31285454109,1949.35118513254,2406.91096725754,2790.67630344488,2729.8887512111,2920.78298571159,2679.34657921324,2509.62963689931,2695.24900855956,2801.37139302915
Poland,9035.41046744936,11254.5173881254,13996.0251506835,11526.0558884824,12613.0109954681,13879.5609852546,13097.2708482174,13696.4663046143,14271.3058536202,12578.4954734362,12447.4395912808,13864.6817579973,15468.4822194105
Pre-demographic dividend,990.871290629394,1166.61380785074,1420.68769488932,1253.72734443916,1417.98107521371,1592.45958646107,1684.41887045174,1798.16989034725,1838.70788231502,1558.66068722911,1385.78491841895,1407.09692915787,1462.37418055451
Puerto Rico,22935.9411586313,23664.8823485096,24898.3345857045,25768.7258883384,26435.74878578,27278.8830499205,27944.7338937424,28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7605697675,31604.7015144578
"Korea, Dem. People's Rep.",,,,,,,,,,,,,
Portugal,19839.4540499032,22811.0564844365,24949.0413566739,23151.2154130712,22520.6423124045,23217.2954965207,20563.7136012629,21653.1959752225,22103.7009703321,19250.1065376852,19991.9724878805,21490.429863104,23562.5545228191
Paraguay,2271.08888540796,2976.82401447595,4047.90979064865,3626.81863691006,4359.42841539817,5329.38743682686,5185.14154871279,5936.97595902248,6118.31811031962,5413.77602061858,5324.60906777777,5678.8699722,5782.78454981286
West Bank and Gaza,1570.10439962728,1664.24571669276,2035.20234121766,2191.78178736868,2557.07562356698,2880.79843707909,3067.43872735614,3315.29753909282,3352.11259506043,3272.15432360708,3527.61382413178,3620.36048715937,3562.33094270256
Pacific island small states,2672.03362788144,2909.12853351432,3063.47840056681,2706.0253307756,2965.36089187303,3440.60734196589,3608.82243585173,3702.16591049691,3970.73563509019,3832.18455210798,3963.69237254896,4220.25656123686,4340.02074365313
Post-demographic dividend,35755.571803091,38792.0017227867,40806.07968862,38243.9645620322,39671.8666665132,42496.5408746546,42256.0727752763,42493.0110901953,43175.3194452559,40698.4601569547,41449.8469619403,43060.5862572587,45499.4561672958
French Polynesia,,,,,,,,,,,,,
Qatar,59530.5610001944,65421.3769169684,80234.1908337022,59094.6591838465,67403.0876779676,82409.9416494702,85075.9865371983,85050.6843410957,83858.3404581765,63039.1126258027,57162.9680117767,59124.8672712073,65907.9484350408
Romania,5757.4964285719,8360.16632132485,10435.0439841037,8548.11867218639,8214.07689289811,9099.21753889691,8507.10477456436,9547.85215096612,10043.6774497614,8969.14892146194,9548.58740298268,10807.0091671993,12398.9819787666
Russian Federation,6920.18912483291,9101.25504905672,11635.2729337888,8562.81327716515,10674.9957825675,14311.0843159612,15420.8745413273,15974.6446270517,14095.648742954,9313.01362484996,8704.89841329594,10720.3326583505,11287.3552780815
Rwanda,366.894392401644,438.664184462988,543.545356504914,579.726615038344,609.724917020252,668.494672193863,725.169770255329,722.894328508749,743.559037978437,751.077392617885,744.760748755977,772.316989145919,783.637162814808
South Asia,774.863798619305,959.305126399097,959.461249363055,1041.98021072851,1257.49950821449,1368.94510161531,1366.05942528266,1383.31690853854,1496.01499570463,1543.0481307214,1652.25180081923,1867.44396793317,1894.00888357406
Saudi Arabia,15384.7383584183,16516.6317804658,20078.2600730401,16113.1437100059,19262.5476010256,23745.8805777495,25243.6019982366,24845.1246637862,24464.2125570307,20627.9269288204,19878.7638365016,20802.4663134648,23337.0175494347
Sudan,1143.93225136591,1461.31591372515,1551.08577078954,1202.55788059175,1338.44372449561,1366.41090524947,1039.76205101829,1160.53555203281,1303.83895504606,1329.63596169544,1069.83995681729,1011.5212160524,740.746767001408
Senegal,1027.73144085752,1197.40956116175,1403.94938456653,1308.93780804914,1271.58328084525,1366.77450070807,1317.77980180538,1372.66577931902,1396.65733855586,1219.24941513302,1269.90329385985,1361.70197218375,1458.06909258145
Singapore,33769.1541633501,39432.9383493761,40007.469261214,38927.2068817715,47236.9602345421,53890.4287270504,55546.4885386921,56967.4257940383,57562.5307937678,55646.6187469505,56848.1753918367,61176.4563611565,66679.0464899752
Solomon Islands,1119.6932966279,1260.28940393632,1388.96387714065,1428.50567310858,1604.20582993513,1938.89118680079,2141.82152227309,2248.61493505117,2274.88786574405,2167.11992829078,2225.48684209273,2332.84421585545,2411.86292635277
Sierra Leone,323.389018440273,360.371660481482,408.481008463935,391.200942951228,401.834876099443,448.337662148696,566.378235059355,716.835826906915,714.699795733977,588.228862794816,501.415165523953,496.682294873131,533.991533265984
El Salvador,2631.82273894031,2786.15777431659,2933.3942401921,2858.48334388385,2983.2288061357,3266.01097774165,3428.40933246681,3509.52653622458,3589.04288461991,3705.57970353453,3805.99568574434,3910.25440332717,4052.62477533742
San Marino,64261.0327257484,72697.7059863324,78643.5506479242,66703.2182274656,60254.7763024869,57297.5133143063,49988.4636311454,51570.9839547083,50817.3308247802,42662.9026513461,43828.2324609315,45399.0290605549,48996.592248824
Somalia,,,,,,,,350.168161787631,374.114780718082,386.437816984877,389.822061534188,384.463401435243,389.83139549804
Serbia,4382.61727851692,5848.47640545105,7101.04014116862,6169.11419477823,5735.42285659849,6809.15980400146,6015.94522756969,6755.07367461629,6600.05680854589,5588.98072768556,5765.20076202711,6292.54362926707,7252.40185773992
Sub-Saharan Africa (excluding high income),1240.84990672498,1399.73984608535,1547.919596533,1440.98577882675,1654.54128961511,1806.2833667653,1827.32665354797,1891.6196826079,1907.82707689382,1687.10179837136,1528.18553526174,1588.05970444351,1625.82097114825
South Sudan,,,1669.49375170405,1337.88223052413,1535.70689187913,1516.40437759013,1179.73971108066,1779.47036531513,1322.82036383331,1119.65143716565,,,
Sub-Saharan Africa,1242.02425642332,1400.8850087147,1548.93138523168,1441.83890294023,1655.48619894749,1807.29959244263,1828.30557742638,1892.84763577628,1909.03322849849,1688.32725146016,1529.43925636503,1589.37001328992,1627.11035991953
Small states,8557.89895655811,10043.8990299158,11834.0405447568,9919.76836431061,11168.490827436,13208.5442850405,13520.9417773832,13815.7777821356,13996.5961684472,11738.3513825236,11351.1425694366,12034.6014261933,13001.5256420735
Sao Tome and Principe,883.097041341426,896.867791263475,1098.75521904166,1067.90805262234,1090.26076257543,1254.54159767468,1330.62011395181,1564.768547927,1770.46768807179,1584.77565743788,1700.09799666364,1813.80743359704,1953.5132573676
Suriname,5197.74790651499,5744.75972670722,6831.98362206284,7408.36078641818,8255.87487222955,8263.20380320348,9200.97478600343,9402.1644191114,9471.92200052426,9168.23715664009,5872.78942866166,6295.56056173578,6938.08698147294
Slovak Republic,13170.7849804675,16106.0604446695,18753.5849413816,16597.2084581361,16841.7677398734,18430.1298033985,17429.829750132,18208.4175936578,18655.7901089421,16342.2162621093,16512.2929859005,17538.048584386,19389.9821594449
Slovenia,19672.9655554146,23817.8867320201,27595.5999653992,24792.1279805504,23532.4808545468,25128.0150431304,22641.805122503,23503.2824850255,24247.1733184083,20890.1664304173,21678.3594670629,23514.0254604147,26116.8563558793
Sweden,46593.6021646111,53700.0053363063,56152.552340314,46946.9602719954,52869.0442891587,60755.7595508465,58037.8213192173,61126.9431963979,60020.3604576572,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606
Eswatini,3176.69116821334,3327.44513395798,3137.38726604361,3385.85884592044,4168.48940292685,4496.61336050974,4527.56503878653,4230.17126641521,4039.15934079483,3680.34947283775,3425.53195692846,3914.41848379603,4105.89368278939
Sint Maarten (Dutch part),,,,,,27997.2898302635,28460.3326151186,27942.8805401415,33043.6883812669,32274.8905524359,31616.6816992667,29369.0568278169,28988.2592085877
Seychelles,12014.3998729502,12154.8299372808,11122.8620677142,9706.95605963959,10804.6844747547,12189.0951601357,12006.68296237,14765.6739800428,14700.3343408386,14745.3414620288,15068.6203494184,15945.2649266263,15994.8198615534
Syrian Arab Republic,8069.56487932034,9056.63466160915,10554.0837798677,10589.5990535421,11820.6077761445,3050.75445305659,2094.40809717989,1039.17530979407,1135.12524447001,916.358033064448,707.505266723622,942.518915865706,1268.23584864054
Turks and Caicos Islands,24559.1437027965,25457.9778165421,27650.1163461538,22020.3472896377,21029.6959397391,21839.0090198076,21345.0259782194,21715.3139665448,23778.5191258375,26183.8850440535,28241.479293178,27545.1287854295,29553.1366979053
Chad,710.396398684645,799.603741996266,929.382751892261,803.686388398796,892.568869694168,984.736130484829,967.352948812122,979.811742616759,1020.28797948927,776.019752284262,693.449767448537,665.948884859102,726.151007088549
East Asia & Pacific (IDA & IBRD countries),1980.89604689097,2485.20697031024,3120.01993239737,3359.57101744334,4042.3562504187,4905.25230918853,5425.76659252388,5936.80576471856,6348.10975470248,6561.19100586798,6648.81244815453,7210.91699438358,8012.14971049584
Europe & Central Asia (IDA & IBRD countries),5673.38494849185,7285.22807640334,8994.91821781285,7103.4688595699,8309.82204341174,10041.797408911,10432.4712727762,11000.6556638584,10330.791925471,8019.89384556481,7677.40046878136,8562.50740041241,8876.15396402874
Togo,408.057117336143,449.738250451153,546.35037020228,540.608712584616,534.04478262418,587.097492827983,571.806723944167,621.398853574683,640.934219628827,570.909967175308,803.1518934041,830.745276651438,901.523016898937
Thailand,3369.54319807344,3973.01717157725,4379.65878719505,4213.00665375142,5076.33987220163,5492.12149993341,5860.58147053475,6168.26135569944,5951.88348654008,5840.05306687798,5993.30551610045,6593.81835157138,7296.87960772339
Tajikistan,408.838413523407,526.643288270494,715.8657062687,676.12351106337,749.552412285997,847.382432066315,969.296103880894,1048.22560182624,1104.17235837941,978.404981180605,807.10258610434,848.672379903239,853.218873401321
Turkmenistan,2136.47210126331,2600.36875786979,3904.46530148983,4036.45680478876,4439.20212759739,5649.96210595541,6675.17805486958,7304.28577118881,7962.24492480061,6432.68532538494,6387.68257527254,6587.09260439788,6967.37504258806
Latin America & the Caribbean (IDA & IBRD countries),5823.47431453832,6812.63938457997,7861.80773097761,7279.33152900341,8991.18189604422,10139.3334557011,10123.5750856337,10262.03864756,10350.5936721774,8482.30122131137,8186.78813467787,9037.22154892315,8743.52788324258
Timor-Leste,446.466529652108,523.73763493981,614.435754973338,676.619075367267,806.41434929681,936.448595612108,1024.1725080803,1210.03565458064,1232.45033563734,1332.79185551378,1353.75493422806,1299.49463507231,1249.13835051953
Middle East & North Africa (IDA & IBRD countries),3014.58621589106,3633.92655557969,4408.55493747874,4221.60168416303,4771.68019275829,4641.09495067682,4949.08914718206,4488.01301714676,4339.05451671168,3813.93669030623,3794.44956816618,3677.60855157959,3446.05690469067
Tonga,2873.0766372279,2910.14512180299,3331.54655465772,3006.60634375505,3527.95234170016,4002.81377065344,4581.78324469272,4428.14652130855,4354.24436028041,4336.23960272654,4157.87724876095,4513.4325306349,4740.70027224476
South Asia (IDA & IBRD),774.863798619305,959.305126399097,959.461249363055,1041.98021072851,1257.49950821449,1368.94510161531,1366.05942528266,1383.31690853854,1496.01499570463,1543.0481307214,1652.25180081923,1867.44396793317,1894.00888357406
Sub-Saharan Africa (IDA & IBRD countries),1242.02425642332,1400.8850087147,1548.93138523168,1441.83890294023,1655.48619894749,1807.29959244263,1828.30557742638,1892.84763577628,1909.03322849849,1688.32725146016,1529.43925636502,1589.37001328992,1627.11035991953
Trinidad and Tobago,14102.5932894722,16539.8907485461,21204.0081810259,14514.2406135579,16683.3930629542,19034.1207062684,19157.4597728795,20143.5454060659,20270.933769027,18214.460619356,16250.6286879928,16173.7400502023,17037.8623561897
Tunisia,3369.92444259929,3776.33204636461,4307.58002263066,4128.46395929364,4344.64192043549,4479.93032727613,4361.68773551236,4444.81651141181,4544.01663230398,4094.83628744518,3924.36334591653,3687.77746085503,3680.89259713943
Turkey,8101.85692374776,9791.88245001167,10941.172146426,9103.47405061243,10742.7749787626,11420.5554558378,11795.6334567571,12614.7816100386,12157.9904337823,11006.2795239649,10894.6033779275,10589.667724687,9454.34844272271
Tuvalu,2263.57594838734,2645.10950457756,2936.52154743431,2602.61944445905,3024.76177363717,3643.1216084556,3506.30814357351,3457.37626610981,3398.39674980451,3197.77225194394,3253.89953558627,3574.06528751804,3701.70925450693
Tanzania,485.49744948822,552.839501616627,687.390445540348,695.216843291099,743.403663887825,781.433895673281,867.857498923481,970.399601430411,1030.0776484553,947.933351658407,966.503016569611,1004.90658838695,1042.8387560513
Uganda,349.217100086696,403.66374462353,474.517949634028,799.965896332768,822.539372481212,832.569078212946,790.131450583483,810.090395013891,883.528744499125,847.267628934656,736.559847412133,746.830752928351,770.600784343292
Ukraine,2391.32393388411,3197.93429485614,4066.5478850455,2639.39165426614,3078.42998238219,3704.82497337081,4004.8043959692,4187.73984489895,3104.64320609541,2124.6623187838,2187.73050991433,2638.3260548504,3096.56169661923
Upper middle income,3675.67221430682,4534.39601341327,5493.67478565669,5245.50715199352,6324.49585950908,7567.42099529773,8035.98111800812,8559.85123956487,8754.5374570618,8155.88180217313,8053.16788417431,8846.47638579569,9468.93298334383
Uruguay,5887.84516224163,7026.50305539297,9091.0790391692,9451.93244869934,11992.0237658273,14236.7149957359,15171.5801734227,16973.6892364718,16831.9481943721,15613.7459681824,16715.6334746253,18690.8938401411,18703.8602924478
United States,46298.7314440927,47975.9676958038,48382.5584490552,47099.9804711343,48466.6576026922,49882.5581321495,51602.9310457907,53106.5367672165,55049.9883272312,56863.3714957652,58021.4004997125,60109.6557260477,63064.4184096731
Uzbekistan,654.283837283285,830.407694204322,1082.28602501699,1213.26532816388,1742.34925645077,2051.12951516418,2267.62327535512,2419.71870345484,2628.46000757936,2753.97107219949,2704.67718798168,1916.76464246779,1597.0683366109
St. Vincent and the Grenadines,5625.39943674729,6307.31361683479,6415.34330522439,6232.3716419549,6292.49885392505,6242.25296246715,6390.31063156115,6639.48489659198,6684.37754725737,6921.70247858157,7074.5487647385,7213.02585706279,7361.4009618002
"Venezuela, RB",6833.37891180263,8454.46953571021,11432.7459247258,11765.0997566078,13825.3571160818,10955.5380141821,12986.2226921492,12457.7686017666,16055.6453173826,,,,
British Virgin Islands,,,,,,,,,,,,,
Virgin Islands (U.S.),41377.1466009652,44158.5054044325,39152.3750657306,38753.1825393897,39905.1284180994,38997.137316465,37795.3192590675,34597.9766940328,33045.3643795999,34007.3529411765,35324.9748874586,35365.0693039774,36448.2574929206
Vietnam,784.372375930354,906.284229938514,1149.42449524183,1217.26858325766,1317.89064625221,1525.11902548642,1735.15211600798,1886.69017002501,2030.27844673691,2085.10134910739,2192.17448247545,2365.52161506114,2566.4474870063
Vanuatu,2049.53280915594,2352.97325535727,2629.05312426194,2573.88901496178,2839.40634031798,3173.82202175008,2997.2934319817,2954.77451125652,2926.67995992932,2695.66618597973,2805.66532016404,3082.47508309466,3125.40499918952
World,7853.92570365085,8740.77800714175,9482.23942342062,8886.69307462744,9607.32356807197,10518.8433456428,10623.3398753912,10792.7285322755,10958.0291008672,10223.2479292155,10266.023304894,10802.3218625711,11348.2486068606
Samoa,2796.60116889645,3133.67132669082,3378.9530287516,3168.22820660654,3566.42835995646,3932.10584711605,4020.95984437767,4037.81382905133,3937.18624604452,4071.92695930307,4109.66322774081,4258.97876710345,4187.50472923664
Kosovo,,,2965.44991493706,2847.55533886408,3009.55933383867,3540.89178881291,3410.85977956608,3704.78422059665,3902.67601270818,3520.7664492744,3759.56024604446,4009.38098680368,4384.0488917319
"Yemen, Rep.",921.418354862175,1017.29204849729,1229.24667476708,1116.08439603361,1334.78490225941,1374.62140060517,1446.53647172899,1607.15217325898,1674.00257166372,1601.83006281162,1152.7209657707,964.264810541189,758.145241569423
